"chw" "score"
"89fda0284e008d2e0c980fb13f952278" 140.729040920731
"89fda0284e008d2e0c980fb13f9597bc" 104.846833458125
"89fda0284e008d2e0c980fb13f99fba3" 99.4382082184864
"89fda0284e008d2e0c980fb13f957a1e" 97.9623893376826
"89fda0284e008d2e0c980fb13f98ed57" 77.2090900996489
"89fda0284e008d2e0c980fb13f95e9b4" 66.216952783693
"89fda0284e008d2e0c980fb13f955485" 65.7152194003762
"89fda0284e008d2e0c980fb13f99a3ad" 62.3448667649039
"89fda0284e008d2e0c980fb13f956856" 60.5393126237625
"89fda0284e008d2e0c980fb13f95f2b4" 56.3366702618392
"89fda0284e008d2e0c980fb13f953df5" 55.776808780238
"89fda0284e008d2e0c980fb13f9a6a78" 54.0955813963576
"89fda0284e008d2e0c980fb13f968eb0" 53.9100021938032
"89fda0284e008d2e0c980fb13f98736b" 53.2825404639285
"89fda0284e008d2e0c980fb13f996b98" 52.4578562610082
"70c6ba6f55ed21716fe725c2146982df" 49.1624003122859
"89fda0284e008d2e0c980fb13f9917a0" 48.635927547596
"89fda0284e008d2e0c980fb13f950d25" 46.7651294963846
"89fda0284e008d2e0c980fb13f96554b" 46.6806593943454
"89fda0284e008d2e0c980fb13f9ad060" 45.2204318245685
"89fda0284e008d2e0c980fb13f9866e8" 45.1453862280427
"fcd13ae716841026ee760704bb0da4a8" 43.8393724057724
"89fda0284e008d2e0c980fb13f9a06a3" 43.7232670752395
"89fda0284e008d2e0c980fb13f964b7e" 43.7001552235706
"89fda0284e008d2e0c980fb13f966e31" 41.4517240045546
"89fda0284e008d2e0c980fb13f97722c" 38.910435964587
"89fda0284e008d2e0c980fb13f994cf8" 38.3408415834331
"89fda0284e008d2e0c980fb13f95b755" 38.3158720366578
"70c6ba6f55ed21716fe725c214694428" 38.1012741032108
"89fda0284e008d2e0c980fb13f954d49" 37.3083003592337
"89fda0284e008d2e0c980fb13f9ad888" 36.2617942302757
"89fda0284e008d2e0c980fb13f96a690" 35.9949746507161
"89fda0284e008d2e0c980fb13f98872f" 35.9841541415652
"89fda0284e008d2e0c980fb13f9a88cd" 35.7858236352586
"fcd13ae716841026ee760704bb0d89b2" 35.5809772096494
"89fda0284e008d2e0c980fb13f98fe2e" 34.8719919627012
"89fda0284e008d2e0c980fb13f9ab9a8" 34.5090483408784
"89fda0284e008d2e0c980fb13f95dbc7" 33.9403900492124
"89fda0284e008d2e0c980fb13f9b3322" 33.8122968870955
"89fda0284e008d2e0c980fb13f97478a" 33.7673035020173
"89fda0284e008d2e0c980fb13f96de63" 33.31534626703
"89fda0284e008d2e0c980fb13f98e475" 33.0821709898115
"89fda0284e008d2e0c980fb13f978216" 31.0623462428597
"89fda0284e008d2e0c980fb13f9528e1" 29.6293254871099
"89fda0284e008d2e0c980fb13f97e56a" 29.0108316934629
"89fda0284e008d2e0c980fb13f9992a6" 28.7915114952467
"89fda0284e008d2e0c980fb13f9628e2" 28.41882865749
"89fda0284e008d2e0c980fb13f966efc" 27.8105613364782
"89fda0284e008d2e0c980fb13f99fa39" 27.3313926642622
"89fda0284e008d2e0c980fb13f94e6b6" 27.1729163481255
"89fda0284e008d2e0c980fb13f98b956" 26.3044054090611
"89fda0284e008d2e0c980fb13f95205a" 26.2024654430146
"fcd13ae716841026ee760704bb0d7fee" 25.4648663901536
"89fda0284e008d2e0c980fb13f9a6042" 24.4941143137792
"89fda0284e008d2e0c980fb13f95623e" 24.4355764893257
"89fda0284e008d2e0c980fb13f98c6e0" 24.3146150217505
"89fda0284e008d2e0c980fb13f987fd5" 23.0524653275831
"89fda0284e008d2e0c980fb13f9b46eb" 22.6821611850191
"89fda0284e008d2e0c980fb13f980ee3" 21.6729804940817
"89fda0284e008d2e0c980fb13f97850c" 21.4822205734573
"89fda0284e008d2e0c980fb13f997d88" 21.0779298027183
"89fda0284e008d2e0c980fb13f981bae" 20.679216694923
"89fda0284e008d2e0c980fb13f96e561" 18.967063432309
"89fda0284e008d2e0c980fb13f9b323a" 18.8321409010454
"89fda0284e008d2e0c980fb13f983d38" 18.6472630296684
"70c6ba6f55ed21716fe725c2146972eb" 18.1124462565419
"89fda0284e008d2e0c980fb13f97256b" 17.7173023263263
"89fda0284e008d2e0c980fb13f985a55" 17.627572809017
"89fda0284e008d2e0c980fb13f9735c8" 17.2419335095597
"89fda0284e008d2e0c980fb13f99a592" 17.231574634437
"89fda0284e008d2e0c980fb13f9859d8" 17.1999774335672
"89fda0284e008d2e0c980fb13f9b5439" 17.1109157568005
"89fda0284e008d2e0c980fb13f97dff4" 16.979268031851
"89fda0284e008d2e0c980fb13f99a47e" 16.743250381971
"89fda0284e008d2e0c980fb13f979bb8" 16.378072017777
"89fda0284e008d2e0c980fb13f9aa5ec" 16.378072017777
"89fda0284e008d2e0c980fb13f998a68" 16.3654974865915
"89fda0284e008d2e0c980fb13f99f90d" 16.2061734590726
"fb6e0b19cbe3ef683a10c4c47669d0ce" 16.1919978739873
"89fda0284e008d2e0c980fb13f9a4d8a" 16.1757624064388
"89fda0284e008d2e0c980fb13f95fe45" 16.0785548505325
"89fda0284e008d2e0c980fb13f9a2e6b" 15.6498541055506
"89fda0284e008d2e0c980fb13f94f406" 15.4966718291883
"89fda0284e008d2e0c980fb13f95f7a6" 15.3462912535463
"89fda0284e008d2e0c980fb13f978578" 15.1340674086606
"89fda0284e008d2e0c980fb13f9b3f75" 15.0707071358003
"89fda0284e008d2e0c980fb13f99f8e5" 14.5648801789345
"70c6ba6f55ed21716fe725c21469fe3b" 14.3122757296415
