"chw" "score"
"89fda0284e008d2e0c980fb13f98af77" 297.058447577693
"89fda0284e008d2e0c980fb13f97fc0a" 223.187847056962
"89fda0284e008d2e0c980fb13f989136" 214.012099166983
"89fda0284e008d2e0c980fb13f98317d" 192.780936313081
"89fda0284e008d2e0c980fb13f99f8e5" 182.224847147288
"89fda0284e008d2e0c980fb13f969126" 150.933033773474
"89fda0284e008d2e0c980fb13f9a6042" 140.363062745255
"89fda0284e008d2e0c980fb13f98a6d5" 139.969908653916
"89fda0284e008d2e0c980fb13f95f2b4" 130.905855017924
"89fda0284e008d2e0c980fb13f9b1273" 117.87478371395
"89fda0284e008d2e0c980fb13f996b98" 117.187390233633
"89fda0284e008d2e0c980fb13f9628e2" 114.235567874701
"89fda0284e008d2e0c980fb13f98b956" 112.488177401751
"89fda0284e008d2e0c980fb13f992875" 109.00949172166
"89fda0284e008d2e0c980fb13f96372c" 103.170608104542
"89fda0284e008d2e0c980fb13f96554b" 102.790725755732
"89fda0284e008d2e0c980fb13f980116" 101.603273620378
"89fda0284e008d2e0c980fb13f94e6b6" 99.3605704027775
"89fda0284e008d2e0c980fb13f99d8c6" 99.1784538976583
"89fda0284e008d2e0c980fb13f970c18" 95.38810587948
"89fda0284e008d2e0c980fb13f9aee39" 94.4327864205131
"89fda0284e008d2e0c980fb13f9597bc" 93.2675587453968
"89fda0284e008d2e0c980fb13f9a7b0c" 92.9578021268108
"89fda0284e008d2e0c980fb13f99a86d" 90.658137251258
"89fda0284e008d2e0c980fb13f978216" 90.1797043911957
"89fda0284e008d2e0c980fb13f9a51a9" 89.292756334068
"89fda0284e008d2e0c980fb13f992e2c" 87.3004546414945
"89fda0284e008d2e0c980fb13f99f90d" 87.1981738209451
"89fda0284e008d2e0c980fb13f966efc" 79.8855549914707
"89fda0284e008d2e0c980fb13f98abea" 78.9161541182092
"89fda0284e008d2e0c980fb13f958239" 76.7094743758444
"89fda0284e008d2e0c980fb13f95623e" 74.5265614653153
"89fda0284e008d2e0c980fb13f94f406" 73.600929019737
"89fda0284e008d2e0c980fb13f968eb0" 73.4541435110898
"89fda0284e008d2e0c980fb13f9978cb" 71.6380584374442
"89fda0284e008d2e0c980fb13f9b1c77" 70.639585825647
"70c6ba6f55ed21716fe725c21469ace7" 70.5779013971123
"89fda0284e008d2e0c980fb13f98ed57" 70.0038577078515
"89fda0284e008d2e0c980fb13f994cf8" 66.7758382151941
"89fda0284e008d2e0c980fb13f958016" 66.2547407775116
"89fda0284e008d2e0c980fb13f9a5551" 63.9012613674315
"89fda0284e008d2e0c980fb13f94e5b7" 62.0754120772024
