"chw" "score"
"89fda0284e008d2e0c980fb13f97e56a" 1.48681941718578
"89fda0284e008d2e0c980fb13f97dff4" 0.922431409583058
"89fda0284e008d2e0c980fb13f9a2e6b" 0.907415873797949
"89fda0284e008d2e0c980fb13f973bdc" 0.631731587040638
"89fda0284e008d2e0c980fb13f9692b3" 0.625845092198627
"89fda0284e008d2e0c980fb13f9a4d8a" 0.613538332707186
"89fda0284e008d2e0c980fb13f952278" 0.583509589954529
"89fda0284e008d2e0c980fb13f9628e2" 0.501338321081374
"89fda0284e008d2e0c980fb13f98d506" 0.490708556512848
"89fda0284e008d2e0c980fb13f966281" 0.48840148534747
"89fda0284e008d2e0c980fb13f99fba3" 0.462228421486814
"89fda0284e008d2e0c980fb13f960ab3" 0.431762340548781
"89fda0284e008d2e0c980fb13f9b3322" 0.431482279714108
"89fda0284e008d2e0c980fb13f9b323a" 0.419624213741763
"89fda0284e008d2e0c980fb13f98abea" 0.415662993678068
"89fda0284e008d2e0c980fb13f9a6a78" 0.413628379762593
"fcd13ae716841026ee760704bb0d89b2" 0.371232372777816
"89fda0284e008d2e0c980fb13f9a1c42" 0.352284059961654
"89fda0284e008d2e0c980fb13f9a7b0c" 0.321234660977451
"89fda0284e008d2e0c980fb13f976d3e" 0.313768119774902
"70c6ba6f55ed21716fe725c214694627" 0.30823808307387
"89fda0284e008d2e0c980fb13f9ad060" 0.303010622029231
"89fda0284e008d2e0c980fb13f9ad888" 0.300466468640146
"89fda0284e008d2e0c980fb13f9a94f7" 0.299315761192508
"89fda0284e008d2e0c980fb13f97722c" 0.296548306091804
"89fda0284e008d2e0c980fb13f97d834" 0.271711921922961
"89fda0284e008d2e0c980fb13f978216" 0.269934674655299
"70c6ba6f55ed21716fe725c21469c91d" 0.263518778642399
"fcd13ae716841026ee760704bb0d7fee" 0.254128033440049
"70c6ba6f55ed21716fe725c2146982df" 0.249007065633153
"89fda0284e008d2e0c980fb13f96de63" 0.240253105617472
"89fda0284e008d2e0c980fb13f9b2365" 0.23683867724043
"70c6ba6f55ed21716fe725c21469fe3b" 0.224209465564264
"89fda0284e008d2e0c980fb13f9aa5ec" 0.22064328903524
"89fda0284e008d2e0c980fb13f950883" 0.213318328061666
"89fda0284e008d2e0c980fb13f9b1ab6" 0.204624551530944
"89fda0284e008d2e0c980fb13f95477d" 0.197882984586008
"89fda0284e008d2e0c980fb13f97ae9f" 0.194117001330133
"89fda0284e008d2e0c980fb13f96114d" 0.193200842813392
"89fda0284e008d2e0c980fb13f97850c" 0.186227860021409
"89fda0284e008d2e0c980fb13f97bafa" 0.185786269589244
"89fda0284e008d2e0c980fb13f99c940" 0.184982107081401
"89fda0284e008d2e0c980fb13f96ef9f" 0.184982107081401
"89fda0284e008d2e0c980fb13f951435" 0.178265898619056
"89fda0284e008d2e0c980fb13f96807a" 0.178252047718107
"89fda0284e008d2e0c980fb13f9623b3" 0.175872174631515
"89fda0284e008d2e0c980fb13f976b14" 0.174735017245156
"89fda0284e008d2e0c980fb13f954d49" 0.172739128282118
"70c6ba6f55ed21716fe725c21469ace7" 0.16735207880055
"89fda0284e008d2e0c980fb13f969126" 0.166625983078029
"89fda0284e008d2e0c980fb13f95e9b4" 0.164293363314798
"70c6ba6f55ed21716fe725c21469e6ed" 0.162336225379394
"89fda0284e008d2e0c980fb13f9a88cd" 0.1586703474316
"89fda0284e008d2e0c980fb13f980116" 0.155065716733584
"89fda0284e008d2e0c980fb13f95f2b4" 0.154746101052815
"89fda0284e008d2e0c980fb13f953df5" 0.15093438463949
"89fda0284e008d2e0c980fb13f97eeaa" 0.147966354480572
"89fda0284e008d2e0c980fb13f97540b" 0.146439976174542
"89fda0284e008d2e0c980fb13f95f7a6" 0.145647182564346
"70c6ba6f55ed21716fe725c214692ffd" 0.140027300380273
"89fda0284e008d2e0c980fb13f99f8e5" 0.137012019777391
"89fda0284e008d2e0c980fb13f9a51a9" 0.128150099503077
"89fda0284e008d2e0c980fb13f99f90d" 0.12755540518293
"89fda0284e008d2e0c980fb13f959c0a" 0.125360073238435
"89fda0284e008d2e0c980fb13f96554b" 0.125296623395285
"89fda0284e008d2e0c980fb13f9b1c77" 0.113481030083151
"89fda0284e008d2e0c980fb13f9a3e49" 0.112732038836787
"70c6ba6f55ed21716fe725c214694428" 0.111139823718405
