"chw" "score"
"1" "89fda0284e008d2e0c980fb13f95d481" "4.34911037356704"
"2" "89fda0284e008d2e0c980fb13f978216" "1.44136572388199"
"3" "89fda0284e008d2e0c980fb13f9917a0" "1.42828288338687"
"4" "89fda0284e008d2e0c980fb13f9b323a" "1.99446518524336"
"5" "89fda0284e008d2e0c980fb13f97b53a" "0.488246512600753"
"6" "70c6ba6f55ed21716fe725c2146982df" "2.01850741345168"
"7" "89fda0284e008d2e0c980fb13f99fba3" "1.177309737045"
"8" "89fda0284e008d2e0c980fb13f99a86d" "2.10674748210011"
"9" "89fda0284e008d2e0c980fb13f9a51a9" "2.2600843219199"
"10" "89fda0284e008d2e0c980fb13f982710" "0.919491177503304"
"11" "89fda0284e008d2e0c980fb13f95205a" "0.833384597062947"
"12" "89fda0284e008d2e0c980fb13f97e56a" "3.00773079104457"
"13" "89fda0284e008d2e0c980fb13f9ad060" "1.90825324515716"
"14" "89fda0284e008d2e0c980fb13f99f8e5" "1.20342115703997"
"15" "89fda0284e008d2e0c980fb13f975e5c" "1.22636567762925"
"16" "89fda0284e008d2e0c980fb13f996b98" "1.50495177187757"
"17" "70c6ba6f55ed21716fe725c21469d627" "0.63893727284515"
"18" "89fda0284e008d2e0c980fb13f9aa5ec" "0.720040662303151"
"19" "89fda0284e008d2e0c980fb13f953df5" "1.14416143574385"
"20" "89fda0284e008d2e0c980fb13f96a8a3" "0.704315270980024"
"21" "89fda0284e008d2e0c980fb13f9aee39" "1.99537584609781"
"22" "89fda0284e008d2e0c980fb13f96807a" "2.95299302526419"
"23" "89fda0284e008d2e0c980fb13f9623b3" "0.843502483738143"
"24" "89fda0284e008d2e0c980fb13f9a94f7" "0.696401149402577"
"25" "89fda0284e008d2e0c980fb13f9ab9a8" "0.728401990810996"
"26" "89fda0284e008d2e0c980fb13f96372c" "3.19359498438682"
"27" "89fda0284e008d2e0c980fb13f99f90d" "1.14809382276777"
"28" "89fda0284e008d2e0c980fb13f98fe2e" "0.282547972796616"
"29" "89fda0284e008d2e0c980fb13f97cef7" "2.38357686566378"
"30" "89fda0284e008d2e0c980fb13f987d0e" "0.775489499497522"
"31" "89fda0284e008d2e0c980fb13f9b3f75" "1.2598817072066"
"32" "89fda0284e008d2e0c980fb13f957a1e" "3.12986807559148"
"33" "89fda0284e008d2e0c980fb13f98d506" "1.64822873812801"
"34" "89fda0284e008d2e0c980fb13f9b19cd" "0.811672712557115"
"35" "89fda0284e008d2e0c980fb13f9ad330" "0.898615145591845"
"36" "89fda0284e008d2e0c980fb13f96a690" "0.315146544498192"
"37" "89fda0284e008d2e0c980fb13f99a3ad" "0.958893192877353"
"38" "89fda0284e008d2e0c980fb13f97d834" "0.993713662868185"
"39" "89fda0284e008d2e0c980fb13f972945" "0.969580449493608"
"40" "89fda0284e008d2e0c980fb13f97dff4" "2.52225455494673"
"41" "89fda0284e008d2e0c980fb13f985425" "1.50225618659419"
"42" "89fda0284e008d2e0c980fb13f955485" "1.60131022696475"
"43" "89fda0284e008d2e0c980fb13f9899b3" "1.04503337996116"
"44" "70c6ba6f55ed21716fe725c214694428" "0.428619147563084"
"45" "89fda0284e008d2e0c980fb13f969126" "2.83654510432866"
"46" "89fda0284e008d2e0c980fb13f964b7e" "1.90763365713083"
"47" "70c6ba6f55ed21716fe725c21469fe3b" "2.72701464367783"
"48" "89fda0284e008d2e0c980fb13f952278" "1.60185504110383"
"49" "70c6ba6f55ed21716fe725c21469a1e0" "0.721495826339972"
"50" "89fda0284e008d2e0c980fb13f95bb9f" "0.966043311372477"
"51" "89fda0284e008d2e0c980fb13f979bb8" "0.592990672331875"
"52" "89fda0284e008d2e0c980fb13f950d25" "0.446898435188694"
