"chw" "score"
"89fda0284e008d2e0c980fb13f957a1e" 150.726735831086
"89fda0284e008d2e0c980fb13f94e5b7" 123.502958011039
"89fda0284e008d2e0c980fb13f97cef7" 85.2640973949914
"89fda0284e008d2e0c980fb13f97e56a" 83.8484503556731
"89fda0284e008d2e0c980fb13f9a3e49" 69.406762771935
"89fda0284e008d2e0c980fb13f951435" 53.981639060856
"89fda0284e008d2e0c980fb13f9528e1" 39.0622256950569
"89fda0284e008d2e0c980fb13f9ad888" 34.2094799093159
"89fda0284e008d2e0c980fb13f97bdf2" 32.010651792581
"89fda0284e008d2e0c980fb13f950d25" 30.3439623636751
"89fda0284e008d2e0c980fb13f979609" 29.3883657610139
"89fda0284e008d2e0c980fb13f9b5305" 28.816361140069
"89fda0284e008d2e0c980fb13f95b755" 24.3784175325641
"89fda0284e008d2e0c980fb13f9ad330" 16.1179163838332
"89fda0284e008d2e0c980fb13f97722c" 11.0312251796005
"89fda0284e008d2e0c980fb13f97a0ca" 8.80218005791671
"70c6ba6f55ed21716fe725c21469e6ed" 8.7386433376875
"70c6ba6f55ed21716fe725c21469c91d" 7.56597103605864
"89fda0284e008d2e0c980fb13f99a86d" 7.56597103605864
